label,merged_label,latitude,longitude,year,example_path
Small-scale agriculture,Smallholder agriculture,-2.229944197741234,100.9636161038967,2012,examples/-2.229944197741234_100.9636161038967
Other large-scale plantations,Plantation,0.031649165252722405,101.75795386310214,2001,examples/0.031649165252722405_101.75795386310214
Timber plantation,Plantation,0.3082761173731019,101.75464802424419,2004,examples/0.3082761173731019_101.75464802424419
Small-scale mixed plantation,Smallholder agriculture,0.3623063473805099,109.03570676334002,2014,examples/0.3623063473805099_109.03570676334002
Small-scale agriculture,Smallholder agriculture,-4.121956012189471,121.84180038819805,2004,examples/-4.121956012189471_121.84180038819805
Oil palm plantation,Plantation,0.04830016313788362,101.22863408463327,2005,examples/0.04830016313788362_101.22863408463327
Small-scale agriculture,Smallholder agriculture,-2.2309150715353043,119.2077877892697,2008,examples/-2.2309150715353043_119.2077877892697
Other large-scale plantations,Plantation,-0.26241848641783466,101.3008935679598,2011,examples/-0.26241848641783466_101.3008935679598
Oil palm plantation,Plantation,1.4230330243519356,100.98503664573109,2012,examples/1.4230330243519356_100.98503664573109
Logging,Other,1.1979384201879264,127.70143753531231,2015,examples/1.1979384201879264_127.70143753531231
Other large-scale plantations,Plantation,0.7436180532738775,110.6608098205957,2010,examples/0.7436180532738775_110.6608098205957
Timber plantation,Plantation,0.88616036975257,101.82246540320051,2005,examples/0.88616036975257_101.82246540320051
Small-scale agriculture,Smallholder agriculture,1.9991791881917704,117.52331796096277,2012,examples/1.9991791881917704_117.52331796096277
Oil palm plantation,Plantation,-1.9608569472447472,116.4106518737768,2007,examples/-1.9608569472447472_116.4106518737768
Oil palm plantation,Plantation,0.7073418524222284,110.43751588495172,2008,examples/0.7073418524222284_110.43751588495172
Oil palm plantation,Plantation,0.7682824907368584,101.8488567594625,2011,examples/0.7682824907368584_101.8488567594625
Oil palm plantation,Plantation,2.2972597337409315,117.04326920228478,2009,examples/2.2972597337409315_117.04326920228478
Mining,Other,-2.0140219172501594,105.46374010246748,2011,examples/-2.0140219172501594_105.46374010246748
Timber plantation,Plantation,-0.8967403736296724,102.8880400114982,2011,examples/-0.8967403736296724_102.8880400114982
Other large-scale plantations,Plantation,1.005836031490587,111.99044710513391,2013,examples/1.005836031490587_111.99044710513391
Small-scale agriculture,Smallholder agriculture,-3.6725341208881206,121.66885514372473,2015,examples/-3.6725341208881206_121.66885514372473
Oil palm plantation,Plantation,1.2744405684126252,100.08339097685615,2009,examples/1.2744405684126252_100.08339097685615
Timber plantation,Plantation,-0.8010842699410051,100.92851336474676,2001,examples/-0.8010842699410051_100.92851336474676
Oil palm plantation,Plantation,-1.34780809987011,103.56518520922899,2001,examples/-1.34780809987011_103.56518520922899
Small-scale agriculture,Smallholder agriculture,2.76214023037864,117.51772898686735,2009,examples/2.76214023037864_117.51772898686735
Timber plantation,Plantation,-0.9220182563249272,103.1591585459704,2008,examples/-0.9220182563249272_103.1591585459704
Other,Other,-4.4687578989093115,136.3924223135005,2008,examples/-4.4687578989093115_136.3924223135005
Small-scale oil palm plantation,Smallholder agriculture,-0.8690584969786843,102.66807464940605,2004,examples/-0.8690584969786843_102.66807464940605
Timber plantation,Plantation,4.478644430269286,96.22842528978428,2010,examples/4.478644430269286_96.22842528978428
Small-scale agriculture,Smallholder agriculture,-1.8412608980999696,101.1914438318708,2016,examples/-1.8412608980999696_101.1914438318708
Timber plantation,Plantation,0.5931661857945734,100.18083913723636,2014,examples/0.5931661857945734_100.18083913723636
Small-scale oil palm plantation,Smallholder agriculture,3.7700254184025823,96.59935715992134,2015,examples/3.7700254184025823_96.59935715992134
Secondary forest,Other,-2.951705592489112,136.46855453382963,2012,examples/-2.951705592489112_136.46855453382963
Small-scale agriculture,Smallholder agriculture,-2.458903181230202,119.32996553737978,2004,examples/-2.458903181230202_119.32996553737978
Small-scale mixed plantation,Smallholder agriculture,0.3441094468658797,101.64608433082168,2005,examples/0.3441094468658797_101.64608433082168
Small-scale oil palm plantation,Smallholder agriculture,0.996817345142652,100.75916785663986,2009,examples/0.996817345142652_100.75916785663986
Timber plantation,Plantation,-0.9870059831123515,101.3581475087275,2009,examples/-0.9870059831123515_101.3581475087275
Timber plantation,Plantation,-2.1932820416895704,111.62409896590799,2014,examples/-2.1932820416895704_111.62409896590799
Secondary forest,Other,-2.248978156614548,115.94811391986636,2016,examples/-2.248978156614548_115.94811391986636
Mining,Other,-3.1078507049212907,107.95020893037308,2009,examples/-3.1078507049212907_107.95020893037308
Timber plantation,Plantation,-0.9696843194351982,103.14580702761852,2001,examples/-0.9696843194351982_103.14580702761852
Grassland shrubland,Grassland shrubland,2.785058212718828,97.95238841192105,2015,examples/2.785058212718828_97.95238841192105
Oil palm plantation,Plantation,1.2746058418905042,109.56299894620264,2013,examples/1.2746058418905042_109.56299894620264
Oil palm plantation,Plantation,-2.2224712852213853,112.82763195813452,2009,examples/-2.2224712852213853_112.82763195813452
Timber plantation,Plantation,-0.9890830646648784,101.9665302816992,2010,examples/-0.9890830646648784_101.9665302816992
Small-scale agriculture,Smallholder agriculture,-4.212735335620149,122.24852190733809,2004,examples/-4.212735335620149_122.24852190733809
Oil palm plantation,Plantation,0.5604467316475081,99.16509092316588,2006,examples/0.5604467316475081_99.16509092316588
Small-scale oil palm plantation,Smallholder agriculture,0.2603573916690263,101.04722145185131,2007,examples/0.2603573916690263_101.04722145185131
Small-scale agriculture,Smallholder agriculture,1.2070012612333236,102.0207358971037,2015,examples/1.2070012612333236_102.0207358971037
Other large-scale plantations,Plantation,0.959297079275904,99.04932832615131,2013,examples/0.959297079275904_99.04932832615131
Oil palm plantation,Plantation,-1.0003281772044574,131.53176810975523,2014,examples/-1.0003281772044574_131.53176810975523
Mining,Other,-1.4052716423496845,114.3704408505743,2016,examples/-1.4052716423496845_114.3704408505743
Small-scale agriculture,Smallholder agriculture,1.9070171817571624,117.19945625188863,2015,examples/1.9070171817571624_117.19945625188863
Small-scale agriculture,Smallholder agriculture,0.5588345788573946,121.93890207500557,2004,examples/0.5588345788573946_121.93890207500557
Small-scale agriculture,Smallholder agriculture,0.5135328328566979,123.94237883842071,2015,examples/0.5135328328566979_123.94237883842071
Small-scale agriculture,Smallholder agriculture,-2.6010155504399894,112.76705056464706,2016,examples/-2.6010155504399894_112.76705056464706
Small-scale agriculture,Smallholder agriculture,-1.7437788599912845,120.56299217501319,2004,examples/-1.7437788599912845_120.56299217501319
Grassland shrubland,Grassland shrubland,-2.2540160243530587,114.74612758226505,2015,examples/-2.2540160243530587_114.74612758226505
Small-scale agriculture,Smallholder agriculture,-1.1384659561308144,102.89060719178286,2016,examples/-1.1384659561308144_102.89060719178286
Small-scale oil palm plantation,Smallholder agriculture,-1.9324941989360227,103.22538684029213,2013,examples/-1.9324941989360227_103.22538684029213
Small-scale agriculture,Smallholder agriculture,2.1770013926881573,98.64523626210342,2015,examples/2.1770013926881573_98.64523626210342
Small-scale mixed plantation,Smallholder agriculture,0.24399834240973786,102.24634757774004,2016,examples/0.24399834240973786_102.24634757774004
Small-scale agriculture,Smallholder agriculture,-3.5174770250154017,116.0786123017697,2007,examples/-3.5174770250154017_116.0786123017697
Grassland shrubland,Grassland shrubland,-2.3082038922768096,101.97348931322836,2014,examples/-2.3082038922768096_101.97348931322836
Other large-scale plantations,Plantation,-0.3247088975070305,115.59779137531622,2007,examples/-0.3247088975070305_115.59779137531622
Small-scale oil palm plantation,Smallholder agriculture,3.770560181633923,96.63824482057986,2012,examples/3.770560181633923_96.63824482057986
Secondary forest,Other,-2.6267070185820707,140.3593826081723,2014,examples/-2.6267070185820707_140.3593826081723
Grassland shrubland,Grassland shrubland,0.4249782499760351,101.89713925238922,2016,examples/0.4249782499760351_101.89713925238922
Small-scale oil palm plantation,Smallholder agriculture,0.5324561084967384,99.1269598313188,2008,examples/0.5324561084967384_99.1269598313188
Small-scale mixed plantation,Smallholder agriculture,1.5010420001938805,101.90770964683449,2010,examples/1.5010420001938805_101.90770964683449
Timber plantation,Plantation,-0.1949546664063337,102.37221699980336,2013,examples/-0.1949546664063337_102.37221699980336
Small-scale agriculture,Smallholder agriculture,0.12756227359432173,103.33055307987316,2007,examples/0.12756227359432173_103.33055307987316
Small-scale mixed plantation,Smallholder agriculture,-0.901430641288518,101.3418025608192,2006,examples/-0.901430641288518_101.3418025608192
Timber plantation,Plantation,-0.7833484240211795,114.71027395757612,2016,examples/-0.7833484240211795_114.71027395757612
Timber plantation,Plantation,0.9567314090155948,101.70570851740679,2011,examples/0.9567314090155948_101.70570851740679
Secondary forest,Other,-0.8564890033273188,101.13606269460483,2012,examples/-0.8564890033273188_101.13606269460483
Small-scale mixed plantation,Smallholder agriculture,-2.3576669973980624,112.85700136179348,2007,examples/-2.3576669973980624_112.85700136179348
Timber plantation,Plantation,-0.5194703494534366,109.86802823262728,2007,examples/-0.5194703494534366_109.86802823262728
Logging,Other,-0.3841517071679828,113.534295835673,2016,examples/-0.3841517071679828_113.534295835673
Small-scale agriculture,Smallholder agriculture,2.3177352998234144,99.51598914390223,2015,examples/2.3177352998234144_99.51598914390223
Small-scale mixed plantation,Smallholder agriculture,1.7670966051115389,101.22014500519842,2013,examples/1.7670966051115389_101.22014500519842
Small-scale agriculture,Smallholder agriculture,1.077464408414467,112.63094998596243,2016,examples/1.077464408414467_112.63094998596243
Oil palm plantation,Plantation,-0.14745213950689792,111.62241750675464,2009,examples/-0.14745213950689792_111.62241750675464
Grassland shrubland,Grassland shrubland,-1.0213117896074542,110.1836705108667,2015,examples/-1.0213117896074542_110.1836705108667
Small-scale agriculture,Smallholder agriculture,-1.5100061906846565,101.79220786922241,2003,examples/-1.5100061906846565_101.79220786922241
Small-scale agriculture,Smallholder agriculture,0.6705848005367845,112.95304093108349,2001,examples/0.6705848005367845_112.95304093108349
Grassland shrubland,Grassland shrubland,-3.073686622229896,113.70844019277443,2015,examples/-3.073686622229896_113.70844019277443
Logging,Other,-6.452493925252225,140.7179986900753,2015,examples/-6.452493925252225_140.7179986900753
Other large-scale plantations,Plantation,4.811460975377089,97.52085421119922,2015,examples/4.811460975377089_97.52085421119922
Small-scale agriculture,Smallholder agriculture,-4.2002781016397215,122.71064742006253,2014,examples/-4.2002781016397215_122.71064742006253
Oil palm plantation,Plantation,-4.322767822793323,136.61027292376738,2015,examples/-4.322767822793323_136.61027292376738
Grassland shrubland,Grassland shrubland,4.242044455103864,96.1188909923086,2013,examples/4.242044455103864_96.1188909923086
Mining,Other,-1.5448252849574666,112.92182793001913,2009,examples/-1.5448252849574666_112.92182793001913
Oil palm plantation,Plantation,-1.358269153622804,116.43688949318378,2009,examples/-1.358269153622804_116.43688949318378
Grassland shrubland,Grassland shrubland,-3.1459512833426926,112.28234045697428,2016,examples/-3.1459512833426926_112.28234045697428
Small-scale agriculture,Smallholder agriculture,-1.2761587220309298,120.23331173708334,2004,examples/-1.2761587220309298_120.23331173708334
Other,Other,-3.312350404147076,114.2438301628348,2011,examples/-3.312350404147076_114.2438301628348
Small-scale agriculture,Smallholder agriculture,-0.3460338743250118,127.14300882209228,2013,examples/-0.3460338743250118_127.14300882209228
Small-scale agriculture,Smallholder agriculture,-2.113229082232058,111.04793879228701,2010,examples/-2.113229082232058_111.04793879228701
Grassland shrubland,Grassland shrubland,-0.6005725571285017,104.49254665217829,2016,examples/-0.6005725571285017_104.49254665217829
Small-scale agriculture,Smallholder agriculture,-2.316598869721927,115.9834353461697,2015,examples/-2.316598869721927_115.9834353461697
Small-scale agriculture,Smallholder agriculture,-1.8386390053707773,120.6481444021439,2001,examples/-1.8386390053707773_120.6481444021439
Other,Other,-3.1086011530339372,107.72702439207188,2006,examples/-3.1086011530339372_107.72702439207188
Mining,Other,-2.9051075700262565,122.01417549782005,2011,examples/-2.9051075700262565_122.01417549782005
Logging,Other,3.7284522807093086,116.19263534020372,2014,examples/3.7284522807093086_116.19263534020372
Oil palm plantation,Plantation,-1.4788284738457254,103.76060592335571,2007,examples/-1.4788284738457254_103.76060592335571
Mining,Other,3.668832123091721,117.23312126778904,2014,examples/3.668832123091721_117.23312126778904
Small-scale oil palm plantation,Smallholder agriculture,0.18701355494816066,99.53458630943744,2010,examples/0.18701355494816066_99.53458630943744
Oil palm plantation,Plantation,1.2054441174953183,99.11967786629415,2003,examples/1.2054441174953183_99.11967786629415
Small-scale agriculture,Smallholder agriculture,2.6103173191190083,100.25617116595082,2013,examples/2.6103173191190083_100.25617116595082
Small-scale agriculture,Smallholder agriculture,1.6863460412991351,115.03390707904468,2016,examples/1.6863460412991351_115.03390707904468
Small-scale agriculture,Smallholder agriculture,-4.240632564657192,122.051502153552,2004,examples/-4.240632564657192_122.051502153552
Timber plantation,Plantation,0.7612049531467888,101.69532393193028,2004,examples/0.7612049531467888_101.69532393193028
Timber plantation,Plantation,0.730319482521369,102.10643860716631,2002,examples/0.730319482521369_102.10643860716631
Timber plantation,Plantation,-0.743447994956754,110.33511699051157,2008,examples/-0.743447994956754_110.33511699051157
Oil palm plantation,Plantation,0.4639189136100077,99.15774768235642,2009,examples/0.4639189136100077_99.15774768235642
Other,Other,-0.9469820855216846,110.19647065023432,2011,examples/-0.9469820855216846_110.19647065023432
Small-scale mixed plantation,Smallholder agriculture,1.118678180412792,101.1260288722073,2006,examples/1.118678180412792_101.1260288722073
Oil palm plantation,Plantation,2.2198065098104407,100.28614444497109,2003,examples/2.2198065098104407_100.28614444497109
Mining,Other,1.0493769333719118,104.50160090655865,2007,examples/1.0493769333719118_104.50160090655865
Oil palm plantation,Plantation,1.9524720908293296,101.44588243178093,2014,examples/1.9524720908293296_101.44588243178093
Secondary forest,Other,-3.1592291002565407,122.14392918173132,2015,examples/-3.1592291002565407_122.14392918173132
Other,Other,-7.56825271976566,139.2484585541838,2004,examples/-7.56825271976566_139.2484585541838
Timber plantation,Plantation,0.5568935390605446,102.20647179353449,2009,examples/0.5568935390605446_102.20647179353449
Other large-scale plantations,Plantation,-0.4798368832555803,109.68327602864183,2013,examples/-0.4798368832555803_109.68327602864183
Mining,Other,-3.094472847258812,107.98432434732578,2005,examples/-3.094472847258812_107.98432434732578
Timber plantation,Plantation,1.0027367934334916,102.40354574748159,2015,examples/1.0027367934334916_102.40354574748159
Oil palm plantation,Plantation,1.3746615057724385,100.16205005641876,2005,examples/1.3746615057724385_100.16205005641876
Oil palm plantation,Plantation,-1.5161935976035252,112.84615745851566,2011,examples/-1.5161935976035252_112.84615745851566
Oil palm plantation,Plantation,-2.8873775725362703,129.00894870581615,2010,examples/-2.8873775725362703_129.00894870581615
Timber plantation,Plantation,0.5281756694866891,102.28426604764368,2010,examples/0.5281756694866891_102.28426604764368
Other,Other,-1.9307297026453216,133.30664193890362,2010,examples/-1.9307297026453216_133.30664193890362
Timber plantation,Plantation,0.21593908013092128,101.85365810579457,2004,examples/0.21593908013092128_101.85365810579457
Timber plantation,Plantation,-0.7550084161444299,101.91900737425631,2012,examples/-0.7550084161444299_101.91900737425631
Other large-scale plantations,Plantation,-0.8490557402706695,113.93506887421991,2010,examples/-0.8490557402706695_113.93506887421991
Secondary forest,Other,-2.9044719731501987,129.01184061577578,2015,examples/-2.9044719731501987_129.01184061577578
Other large-scale plantations,Plantation,-1.5781377010090465,112.51055110666486,2009,examples/-1.5781377010090465_112.51055110666486
Grassland shrubland,Grassland shrubland,-3.275709737935792,102.29320506996132,2012,examples/-3.275709737935792_102.29320506996132
Timber plantation,Plantation,-1.4354798403305606,102.92112358486813,2012,examples/-1.4354798403305606_102.92112358486813
Small-scale agriculture,Smallholder agriculture,-3.4989985539710613,120.24364650443412,2005,examples/-3.4989985539710613_120.24364650443412
Timber plantation,Plantation,1.5602167851875255,101.85760192136526,2011,examples/1.5602167851875255_101.85760192136526
Logging,Other,-1.7233866117599383,115.41351206878595,2012,examples/-1.7233866117599383_115.41351206878595
Oil palm plantation,Plantation,-1.0656685161788024,131.47778705979098,2011,examples/-1.0656685161788024_131.47778705979098
Grassland shrubland,Grassland shrubland,-2.7362631577998577,105.92759367072365,2016,examples/-2.7362631577998577_105.92759367072365
Small-scale agriculture,Smallholder agriculture,-4.195794434762198,121.81975138110407,2004,examples/-4.195794434762198_121.81975138110407
Other large-scale plantations,Plantation,0.6260870487269113,111.57343398388369,2007,examples/0.6260870487269113_111.57343398388369
Small-scale oil palm plantation,Smallholder agriculture,-2.5011099970312967,112.90007035453232,2011,examples/-2.5011099970312967_112.90007035453232
Small-scale mixed plantation,Smallholder agriculture,1.0341019366767006,101.04083566001765,2012,examples/1.0341019366767006_101.04083566001765
Grassland shrubland,Grassland shrubland,-2.941049444769288,111.8240295599665,2016,examples/-2.941049444769288_111.8240295599665
Other large-scale plantations,Plantation,-0.32278005866624265,101.22937270624962,2011,examples/-0.32278005866624265_101.22937270624962
Oil palm plantation,Plantation,-2.0982779571963,112.82574473304821,2011,examples/-2.0982779571963_112.82574473304821
Mining,Other,-1.9078222103729867,115.83095780512657,2009,examples/-1.9078222103729867_115.83095780512657
Logging,Other,-0.5140456835969611,114.00409227138542,2016,examples/-0.5140456835969611_114.00409227138542
Oil palm plantation,Plantation,-2.3972412116688844,110.49395599763659,2011,examples/-2.3972412116688844_110.49395599763659
Oil palm plantation,Plantation,1.1829137215450567,99.10325991469955,2007,examples/1.1829137215450567_99.10325991469955
Small-scale agriculture,Smallholder agriculture,-1.5474435324737228,102.40316145972095,2009,examples/-1.5474435324737228_102.40316145972095
Other large-scale plantations,Plantation,0.9237011270216822,100.6704069094759,2009,examples/0.9237011270216822_100.6704069094759
Timber plantation,Plantation,-0.19502287123209025,102.410454509339,2011,examples/-0.19502287123209025_102.410454509339
Small-scale agriculture,Smallholder agriculture,-0.6354371641128045,123.12284062213031,2016,examples/-0.6354371641128045_123.12284062213031
Oil palm plantation,Plantation,-1.9709564423148769,111.70478611978236,2010,examples/-1.9709564423148769_111.70478611978236
Mining,Other,-1.664197192353309,113.17896722503949,2010,examples/-1.664197192353309_113.17896722503949
Small-scale agriculture,Smallholder agriculture,0.36332871665861743,123.548949422212,2005,examples/0.36332871665861743_123.548949422212
Other large-scale plantations,Plantation,-3.400782976975373,135.1302676558402,2015,examples/-3.400782976975373_135.1302676558402
Small-scale agriculture,Smallholder agriculture,-2.8114461189616136,129.39070146079334,2014,examples/-2.8114461189616136_129.39070146079334
Other large-scale plantations,Plantation,0.09515106890949447,109.3795617629595,2005,examples/0.09515106890949447_109.3795617629595
Small-scale agriculture,Smallholder agriculture,2.698783883767919,99.15407701724165,2012,examples/2.698783883767919_99.15407701724165
Small-scale mixed plantation,Smallholder agriculture,-1.5825847191642337,122.15663071819502,2015,examples/-1.5825847191642337_122.15663071819502
Mining,Other,-1.261715230983188,102.50639448272624,2011,examples/-1.261715230983188_102.50639448272624
Oil palm plantation,Plantation,1.4738163911385105,109.65917194579727,2008,examples/1.4738163911385105_109.65917194579727
Timber plantation,Plantation,0.6876653142528579,102.76697736435676,2011,examples/0.6876653142528579_102.76697736435676
Small-scale agriculture,Smallholder agriculture,-2.600576583746061,112.90431374345772,2015,examples/-2.600576583746061_112.90431374345772
Small-scale agriculture,Smallholder agriculture,-2.569178942683439,101.87866785729773,2012,examples/-2.569178942683439_101.87866785729773
Secondary forest,Other,-0.5721334495844294,102.06352830969404,2013,examples/-0.5721334495844294_102.06352830969404
Timber plantation,Plantation,0.8893012876368219,100.07346550758172,2010,examples/0.8893012876368219_100.07346550758172
Grassland shrubland,Grassland shrubland,-1.982692609983944,104.2808848412505,2015,examples/-1.982692609983944_104.2808848412505
Small-scale agriculture,Smallholder agriculture,-0.9229292004854563,102.34604429580013,2015,examples/-0.9229292004854563_102.34604429580013
Other large-scale plantations,Plantation,2.0532449439862868,100.36336951742037,2009,examples/2.0532449439862868_100.36336951742037
Small-scale agriculture,Smallholder agriculture,3.1300179990341306,97.88799098008495,2010,examples/3.1300179990341306_97.88799098008495
Timber plantation,Plantation,-1.36256774674133,103.09737609067524,2007,examples/-1.36256774674133_103.09737609067524
Oil palm plantation,Plantation,-2.7037841898991792,111.81187182173352,2014,examples/-2.7037841898991792_111.81187182173352
Small-scale agriculture,Smallholder agriculture,3.0845157851880907,97.4212894440282,2005,examples/3.0845157851880907_97.4212894440282
Grassland shrubland,Grassland shrubland,-2.6297068153279044,110.68396117921101,2016,examples/-2.6297068153279044_110.68396117921101
Small-scale mixed plantation,Smallholder agriculture,4.380248441468228,95.9024266854356,2008,examples/4.380248441468228_95.9024266854356
Other,Other,-0.19391116852556128,101.63608435819758,2001,examples/-0.19391116852556128_101.63608435819758
Secondary forest,Other,-3.222087181063877,137.91100184342244,2014,examples/-3.222087181063877_137.91100184342244
Oil palm plantation,Plantation,2.082927461405912,98.26262374502792,2003,examples/2.082927461405912_98.26262374502792
Timber plantation,Plantation,4.214331317658681,97.81871909764405,2011,examples/4.214331317658681_97.81871909764405
Grassland shrubland,Grassland shrubland,-2.6786220981043183,121.7180557023425,2016,examples/-2.6786220981043183_121.7180557023425
Small-scale agriculture,Smallholder agriculture,2.8075878085117103,117.50173414731623,2006,examples/2.8075878085117103_117.50173414731623
Other large-scale plantations,Plantation,-4.375074329339084,136.62728218903095,2016,examples/-4.375074329339084_136.62728218903095
Small-scale agriculture,Smallholder agriculture,-4.094946094630872,103.58429678997663,2012,examples/-4.094946094630872_103.58429678997663
Oil palm plantation,Plantation,2.159688999660355,117.29317322887206,2013,examples/2.159688999660355_117.29317322887206
Grassland shrubland,Grassland shrubland,2.2067629790466814,117.81975544762993,2015,examples/2.2067629790466814_117.81975544762993
Oil palm plantation,Plantation,-1.3833588815038975,110.40376777337627,2010,examples/-1.3833588815038975_110.40376777337627
Oil palm plantation,Plantation,-1.5264096589968408,103.74820448925828,2001,examples/-1.5264096589968408_103.74820448925828
Small-scale oil palm plantation,Smallholder agriculture,-0.9088687285098808,101.71299861248193,2012,examples/-0.9088687285098808_101.71299861248193
Logging,Other,0.6630328176730829,115.15880919547472,2014,examples/0.6630328176730829_115.15880919547472
Small-scale agriculture,Smallholder agriculture,-2.004766245525514,119.33264027113822,2005,examples/-2.004766245525514_119.33264027113822
Grassland shrubland,Grassland shrubland,-2.895963289745413,113.27558472757693,2015,examples/-2.895963289745413_113.27558472757693
Other large-scale plantations,Plantation,-2.051049278087011,115.01417907834524,2016,examples/-2.051049278087011_115.01417907834524
Small-scale agriculture,Smallholder agriculture,2.6486657087748364,98.41252795832916,2009,examples/2.6486657087748364_98.41252795832916
Small-scale agriculture,Smallholder agriculture,0.9260765630742844,120.83930364881631,2013,examples/0.9260765630742844_120.83930364881631
Oil palm plantation,Plantation,1.5925576167248212,102.07813106629116,2003,examples/1.5925576167248212_102.07813106629116
Small-scale agriculture,Smallholder agriculture,-2.01190594467434,119.47495961300518,2012,examples/-2.01190594467434_119.47495961300518
Small-scale agriculture,Smallholder agriculture,-3.8382444567328178,121.33026214683441,2009,examples/-3.8382444567328178_121.33026214683441
Small-scale oil palm plantation,Smallholder agriculture,-0.004207037828896534,102.20678932125185,2005,examples/-0.004207037828896534_102.20678932125185
Small-scale agriculture,Smallholder agriculture,2.7206889144542377,99.84804912028214,2006,examples/2.7206889144542377_99.84804912028214
Logging,Other,-1.5142327267336897,127.49842726425415,2015,examples/-1.5142327267336897_127.49842726425415
Grassland shrubland,Grassland shrubland,-1.7458716341388103,115.297408464031,2012,examples/-1.7458716341388103_115.297408464031
Logging,Other,3.776350246897873,116.70058771760908,2016,examples/3.776350246897873_116.70058771760908
Timber plantation,Plantation,-0.7674410066971413,115.64883609971064,2005,examples/-0.7674410066971413_115.64883609971064
Small-scale mixed plantation,Smallholder agriculture,-3.2318785258524807,120.15688272271746,2016,examples/-3.2318785258524807_120.15688272271746
Small-scale agriculture,Smallholder agriculture,1.797574642070429,127.67761421397744,2012,examples/1.797574642070429_127.67761421397744
Oil palm plantation,Plantation,-3.2703468625996828,114.89601056786988,2015,examples/-3.2703468625996828_114.89601056786988
Secondary forest,Other,0.8928538680923837,127.94861796889064,2015,examples/0.8928538680923837_127.94861796889064
Small-scale agriculture,Smallholder agriculture,-2.973800952405808,121.42422592555332,2015,examples/-2.973800952405808_121.42422592555332
Small-scale mixed plantation,Smallholder agriculture,0.7045063530948807,101.66707677644564,2013,examples/0.7045063530948807_101.66707677644564
Fish pond,Other,2.782119115089336,117.6530149807342,2010,examples/2.782119115089336_117.6530149807342
Oil palm plantation,Plantation,-3.298206593972234,113.91508964116433,2013,examples/-3.298206593972234_113.91508964116433
Timber plantation,Plantation,-1.5247181971223596,102.85388322924351,2006,examples/-1.5247181971223596_102.85388322924351
Mining,Other,-1.935591287088204,115.82634728310396,2016,examples/-1.935591287088204_115.82634728310396
Small-scale agriculture,Smallholder agriculture,-0.8410769015763341,127.7139959829843,2013,examples/-0.8410769015763341_127.7139959829843
Timber plantation,Plantation,-1.1667880305237928,101.46277290919664,2012,examples/-1.1667880305237928_101.46277290919664
Small-scale agriculture,Smallholder agriculture,-8.261647042331022,113.77953590823765,2004,examples/-8.261647042331022_113.77953590823765
Secondary forest,Other,-5.288736152328487,139.79015614523712,2015,examples/-5.288736152328487_139.79015614523712
Small-scale agriculture,Smallholder agriculture,-2.91720508525648,121.08822905983406,2015,examples/-2.91720508525648_121.08822905983406
Other large-scale plantations,Plantation,0.4804118311696443,115.34687807782764,2013,examples/0.4804118311696443_115.34687807782764
Timber plantation,Plantation,-1.5665222830747445,127.62450926943909,2004,examples/-1.5665222830747445_127.62450926943909
Oil palm plantation,Plantation,-1.7559455308944816,103.91706992848938,2004,examples/-1.7559455308944816_103.91706992848938
Timber plantation,Plantation,0.7340906202862394,102.715249933031,2015,examples/0.7340906202862394_102.715249933031
Small-scale agriculture,Smallholder agriculture,-4.615676667450233,121.72140140525757,2003,examples/-4.615676667450233_121.72140140525757
Small-scale agriculture,Smallholder agriculture,-1.7131061757092902,115.2473211460141,2004,examples/-1.7131061757092902_115.2473211460141
Grassland shrubland,Grassland shrubland,-0.976466588161591,122.26386437231487,2016,examples/-0.976466588161591_122.26386437231487
Logging,Other,3.683504070548666,97.29868437966728,2013,examples/3.683504070548666_97.29868437966728
Timber plantation,Plantation,1.0746130608121698,110.23168460937185,2015,examples/1.0746130608121698_110.23168460937185
Timber plantation,Plantation,1.2488870494105666,99.85880123918172,2010,examples/1.2488870494105666_99.85880123918172
Mining,Other,-0.5622450942694988,104.42911511970446,2012,examples/-0.5622450942694988_104.42911511970446
Oil palm plantation,Plantation,-1.2255882805283242,110.45406888337091,2012,examples/-1.2255882805283242_110.45406888337091
Small-scale agriculture,Smallholder agriculture,-4.170398174074483,121.85318334975294,2004,examples/-4.170398174074483_121.85318334975294
Other large-scale plantations,Plantation,0.7554659653869177,121.28770794957305,2013,examples/0.7554659653869177_121.28770794957305
Small-scale oil palm plantation,Smallholder agriculture,2.3993428430905213,98.04925621014542,2008,examples/2.3993428430905213_98.04925621014542
Small-scale agriculture,Smallholder agriculture,0.6558008740728231,99.80260348685785,2006,examples/0.6558008740728231_99.80260348685785
Oil palm plantation,Plantation,4.167448519571462,97.82936072823996,2013,examples/4.167448519571462_97.82936072823996
Other,Other,-2.9264413400196267,129.28490686978265,2011,examples/-2.9264413400196267_129.28490686978265
Small-scale mixed plantation,Smallholder agriculture,-1.6938276741348148,120.70527725421393,2015,examples/-1.6938276741348148_120.70527725421393
Small-scale agriculture,Smallholder agriculture,3.2950087660688125,97.84580330346027,2010,examples/3.2950087660688125_97.84580330346027
Oil palm plantation,Plantation,0.3415931972630566,111.63950445725716,2009,examples/0.3415931972630566_111.63950445725716
Small-scale agriculture,Smallholder agriculture,1.379951499256926,109.17373869926423,2015,examples/1.379951499256926_109.17373869926423
Small-scale agriculture,Smallholder agriculture,-1.2032812690987047,101.42163794756891,2016,examples/-1.2032812690987047_101.42163794756891
